hog	genes
N1.HOG0016086	Ilp6
N1.HOG0016087	CG32572
N1.HOG0016088	CG14273
N1.HOG0016089	CG31457
N1.HOG0016090	CG42323
N1.HOG0016091	CG12662
N1.HOG0016092	Him
N1.HOG0016093	CG11369
N1.HOG0016094	zen2
N1.HOG0016095	CG13305
N1.HOG0016096	CG7386
N1.HOG0016097	TTLL6A
N1.HOG0016098	CG10931
N1.HOG0016099	CG1806
N1.HOG0016100	CG9184
N1.HOG0016101	CG11381
N1.HOG0016102	CG34282
N1.HOG0016103	CG30096
N1.HOG0016104	CG42495
N1.HOG0016105	CG14965
N1.HOG0016106	Ugt305A1
N1.HOG0016107	CG46320
N1.HOG0016108	Cpr65Ay
N1.HOG0016109	CG32017
N1.HOG0016110	Rad17
N1.HOG0016111	agt
N1.HOG0016113	CG43446
N1.HOG0016114	Gyg
N1.HOG0016115	Not11
N1.HOG0016117	Bap111
N1.HOG0016118	CG12446
N1.HOG0016119	CG1368
N1.HOG0016120	CG14042
N1.HOG0016121	CG6136
N1.HOG0016122	CG8229
N1.HOG0016123	lmgA
N1.HOG0016124	CG10000
N1.HOG0016125	Arl6
N1.HOG0016126	CG4194
N1.HOG0016128	ppk11
N1.HOG0016129	Svip
N1.HOG0016130	CG17959
N1.HOG0016131	Proc
N1.HOG0016132	CG12986
N1.HOG0016133	wgn
N1.HOG0016134	CG43052
N1.HOG0016135	CG30385
N1.HOG0016136	CG13218
N1.HOG0016137	Su(Tpl)
N1.HOG0016138	CG13064
N1.HOG0016139	CrebA
N1.HOG0016140	CG11249
N1.HOG0016141	CG14321
N1.HOG0016142	Crk
N1.HOG0016143	CG8952
N1.HOG0016144	CG32270
N1.HOG0016145	CG31178
N1.HOG0016146	fit
N1.HOG0016147	CG17780
N1.HOG0016148	CG11703
N1.HOG0016149	p120ctn
N1.HOG0016150	CG11122
N1.HOG0016151	CG32152
N1.HOG0016152	Xrcc2
N1.HOG0016154	Rsph4a
N1.HOG0016155	yki
N1.HOG0016156	CG33306
N1.HOG0016157	CG5062
N1.HOG0016158	CG15890
N1.HOG0016159	CYLD
N1.HOG0016160	CG13843
N1.HOG0016161	Nepl16
N1.HOG0016162	eIF4EHP
N1.HOG0016163	CG13151
N1.HOG0016164	CG30273
N1.HOG0016165	CG15473
N1.HOG0016166	CG1986
N1.HOG0016167	CG34293
N1.HOG0016168	CG13965
N1.HOG0016169	mRpS25
N1.HOG0016170	CG31898
N1.HOG0016171	CG10486
N1.HOG0016172	CG30340
N1.HOG0016173	CG15201
N1.HOG0016174	CG4101
N1.HOG0016175	Ac13E
N1.HOG0016176	Cpr23B
N1.HOG0016177	CG14218
N1.HOG0016178	CG14420
N1.HOG0016179	CG12507
N1.HOG0016180	CG14417
N1.HOG0016181	CG5810
N1.HOG0016182	CG32379
N1.HOG0016183	BomT3
N1.HOG0016184	CG10680
N1.HOG0016185	CG31055
N1.HOG0016186	CG13454
N1.HOG0016187	CG15657
N1.HOG0016188	CG16894
N1.HOG0016189	Fibp
N1.HOG0016190	CG6576
N1.HOG0016191	mthl8
N1.HOG0016192	Obp69a
N1.HOG0016193	CG13046
N1.HOG0016194	Tango2
N1.HOG0016195	CG3635
N1.HOG0016202	Cox10
N1.HOG0016203	E(spl)m6-BFM
N1.HOG0016204	Mos
N1.HOG0016205	IFT20
N1.HOG0016206	CG30413
N1.HOG0016207	CG13868
N1.HOG0016208	CG18367
N1.HOG0016209	CG31287
N1.HOG0016210	CG18765
N1.HOG0016211	Tengl4
N1.HOG0016212	CG17202
N1.HOG0016213	CG4186
N1.HOG0016214	CG12617
N1.HOG0016215	Muc18B
N1.HOG0016216	CG13663
N1.HOG0016217	Fis1
N1.HOG0016218	schuy
N1.HOG0016219	CG31516
N1.HOG0016221	CG41099
N1.HOG0016223	CG5756
N1.HOG0016224	sob
N1.HOG0016225	CG33647,CG33644
N1.HOG0016226	CG15571
N1.HOG0016227	CG15210
N1.HOG0016228	CG42518
N1.HOG0016229	PIG-Q
N1.HOG0016230	CG14787
N1.HOG0016231	CG14490
N1.HOG0016232	CG13299
N1.HOG0016233	CG32052
N1.HOG0016234	TwdlS
N1.HOG0016235	CG14684
N1.HOG0016236	mex1
N1.HOG0016237	CG13712
N1.HOG0016238	obst-I
N1.HOG0016239	CG9863
N1.HOG0016240	CG34426
N1.HOG0016241	CG31626
N1.HOG0016242	CG34265
N1.HOG0016243	CG15740
N1.HOG0016244	CG2961
N1.HOG0016245	alpha-Est10
N1.HOG0016246	eEFSec
N1.HOG0016247	CG10465
N1.HOG0016248	SIFa
N1.HOG0016249	HSPC300
N1.HOG0016250	SdhD
N1.HOG0016251	CG13231
N1.HOG0016252	hubl
N1.HOG0016254	CG9114
N1.HOG0016255	CG14086
N1.HOG0016256	Mulk
N1.HOG0016257	CG42359
N1.HOG0016258	CG11790
N1.HOG0016259	CG43732
N1.HOG0016260	Osi23
N1.HOG0016262	CG15221
N1.HOG0016263	Arl4
N1.HOG0016264	fln
N1.HOG0016265	CG1896
N1.HOG0016266	Nedd8
N1.HOG0016267	CG13587
N1.HOG0016268	Ufm1
N1.HOG0016269	CheA7a
N1.HOG0016270	CG3699
N1.HOG0016271	peg
N1.HOG0016272	CG46311
N1.HOG0016273	CG34208
N1.HOG0016274	Obp18a
N1.HOG0016275	CG13539
N1.HOG0016276	CG15308
N1.HOG0016277	CG2113
N1.HOG0016278	CG34204
N1.HOG0016279	spartin
N1.HOG0016280	NimB2
N1.HOG0016281	CG31253,CG31131
N1.HOG0016282	CG17781
N1.HOG0016283	CG42488
N1.HOG0016284	mip120
N1.HOG0016285	CG7637
N1.HOG0016286	Klp59D
N1.HOG0016287	CG34199
N1.HOG0016295	me31B
N1.HOG0016298	CG10341
N1.HOG0016299	CG33932
N1.HOG0016300	CG15602
N1.HOG0016301	CG12480
N1.HOG0016302	CG4957
N1.HOG0016303	CG34313
N1.HOG0016304	CG17917
N1.HOG0016305	CG12426
N1.HOG0016306	CG7126
N1.HOG0016307	Spn43Ad
N1.HOG0016308	Atg101
N1.HOG0016309	CG42516
N1.HOG0016310	CG16786
N1.HOG0016311	CG11211
N1.HOG0016312	CG13725
N1.HOG0016313	Arv1
N1.HOG0016314	CG32295
N1.HOG0016316	CG12637
N1.HOG0016317	CG33557
N1.HOG0016318	CG8788
N1.HOG0016319	obst-G
N1.HOG0016320	CG9899
N1.HOG0016321	CG12590
N1.HOG0016322	RacGAP84C
N1.HOG0016323	CG12609
N1.HOG0016324	Eglp1
N1.HOG0016325	CG43149
N1.HOG0016326	CG13561
N1.HOG0016327	CG31407
N1.HOG0016328	Sry-beta
N1.HOG0016329	CG43068
N1.HOG0016330	CG14915
N1.HOG0016331	CG32202
N1.HOG0016332	CG34453
N1.HOG0016333	nab
N1.HOG0016334	mav
N1.HOG0016335	Hus1-like
N1.HOG0016336	CG17162
N1.HOG0016337	CG2225
N1.HOG0016338	Coa8
N1.HOG0016339	CG34201
N1.HOG0016340	CG10395
N1.HOG0016341	CG42239
N1.HOG0016342	Ufsp1
N1.HOG0016343	CG15712
N1.HOG0016344	dgt2
N1.HOG0016348	CG15198
N1.HOG0016351	Utx
N1.HOG0016352	GATAd
N1.HOG0016354	CG43902
N1.HOG0016357	CG11251
N1.HOG0016358	r-cup
N1.HOG0016359	CG15579
N1.HOG0016360	CG9411
N1.HOG0016361	CG32736
N1.HOG0016364	CG30466
N1.HOG0016365	CG34238
N1.HOG0016366	CG15418
N1.HOG0016367	CG1421
N1.HOG0016368	CG32686
N1.HOG0016369	Rab27
N1.HOG0016370	CG34045
N1.HOG0016371	nur
N1.HOG0016372	CG13445
N1.HOG0016373	CG32487
N1.HOG0016374	CG43183
N1.HOG0016375	CG8100
N1.HOG0016376	CG30355
N1.HOG0016377	glec
N1.HOG0016378	CG14563
N1.HOG0016379	Atx-1
N1.HOG0016380	laf
N1.HOG0016381	CG13071
N1.HOG0016382	CG6462
N1.HOG0016383	CG13239
N1.HOG0016384	CG17169
N1.HOG0016385	CG13230
N1.HOG0016386	Fer3HCH
N1.HOG0016387	Lhr
N1.HOG0016388	Roc2
N1.HOG0016389	CG7335
N1.HOG0016390	CG13737
N1.HOG0016391	Mob3
N1.HOG0016392	CG9021
N1.HOG0016393	Alp12
N1.HOG0016394	CG15322
N1.HOG0016395	CG43672
N1.HOG0016396	Gbp3
N1.HOG0016397	MED21
N1.HOG0016398	SLIRP2
N1.HOG0016399	CG42288
N1.HOG0016401	raptor
N1.HOG0016402	mRpL34
N1.HOG0016403	Dso2
N1.HOG0016404	CG31337
N1.HOG0016405	CG1722
N1.HOG0016406	CG34302
N1.HOG0016407	CG14106
N1.HOG0016409	CG15456
N1.HOG0016410	CG14111
N1.HOG0016411	CkIIalpha-i3
N1.HOG0016413	yellow-h
N1.HOG0016414	CG42371
N1.HOG0016415	CG32700
N1.HOG0016416	ppk27
N1.HOG0016417	CG6665
N1.HOG0016418	CG30059,CG18278
N1.HOG0016419	Cpn
N1.HOG0016420	COX7AL2
N1.HOG0016421	Atg10
N1.HOG0016422	CG17486
N1.HOG0016423	CG17684
N1.HOG0016424	CG13031
N1.HOG0016425	Ser7
N1.HOG0016426	CG32801
N1.HOG0016427	CG15725
N1.HOG0016428	CG14414
N1.HOG0016430	Boot
N1.HOG0016431	CheA46a,CheA56a,CheA29a
N1.HOG0016432	CG13728
N1.HOG0016433	CG33257
N1.HOG0016434	Cpr64Aa
N1.HOG0016435	Gr32a
N1.HOG0016436	Cht6
N1.HOG0016437	CG42361
N1.HOG0016438	CG3880
N1.HOG0016439	CG30062
N1.HOG0016440	CG6362
N1.HOG0016441	CG7164
N1.HOG0016442	RhoU
N1.HOG0016443	CG33177
N1.HOG0016461	CG13177
N1.HOG0016462	Atg2
N1.HOG0016463	Gas8
N1.HOG0016464	CG32276
N1.HOG0016465	VhaM9.7-d
N1.HOG0016466	CG33521
N1.HOG0016467	CG32856
N1.HOG0016468	dpr18
N1.HOG0016469	CG43050
N1.HOG0016470	CG14624
N1.HOG0016471	CG6980
N1.HOG0016472	CG3281
N1.HOG0016473	mat
N1.HOG0016474	CG13476
N1.HOG0016475	CG14000
N1.HOG0016476	CG15212
N1.HOG0016477	Z600
N1.HOG0016478	Acp53C14c
N1.HOG0016479	CG11279
N1.HOG0016480	CG12016
N1.HOG0016482	CG14626
N1.HOG0016483	CG14406
N1.HOG0016484	CG43709
N1.HOG0016485	Rap2l
N1.HOG0016486	CG33655
N1.HOG0016487	Rpp20
N1.HOG0016488	CG32808
N1.HOG0016489	Gr58c
N1.HOG0016490	CG34263
N1.HOG0016491	dmrt11E
N1.HOG0016492	Parp
N1.HOG0016493	veli
N1.HOG0016494	CG5070
N1.HOG0016495	CG1545
N1.HOG0016496	CG14410
N1.HOG0016497	Tsen15
N1.HOG0016498	CG14421
N1.HOG0016499	CG42246
N1.HOG0016500	CG14422
N1.HOG0016501	Obp46a
N1.HOG0016502	Or45b
N1.HOG0016503	CG42445
N1.HOG0016504	CG15375,CG14708
N1.HOG0016505	CG10332
N1.HOG0016507	CG34427
N1.HOG0016508	Snup
N1.HOG0016509	S1P
N1.HOG0016510	Coq9
N1.HOG0016511	CG10339
N1.HOG0016512	CG12998
N1.HOG0016513	CG42307
N1.HOG0016514	Alp13
N1.HOG0016515	srl
N1.HOG0016517	CG16700
N1.HOG0016518	CG14416
N1.HOG0016519	CG11379
N1.HOG0016520	wrm2
N1.HOG0016521	CG34251
N1.HOG0016522	Tsp66A
N1.HOG0016523	CG10853
N1.HOG0016524	CG11349
N1.HOG0016525	CG13049
N1.HOG0016526	mRpL27
N1.HOG0016527	conu
N1.HOG0016528	CG33228
N1.HOG0016531	CG14662
N1.HOG0016534	CG31102
N1.HOG0016535	CG14286
N1.HOG0016536	chico
N1.HOG0016537	CG42375
N1.HOG0016538	CG34446
N1.HOG0016539	CG14006
N1.HOG0016540	CG33169
N1.HOG0016541	CG31473
N1.HOG0016542	CG15040
N1.HOG0016543	CG9759
N1.HOG0016544	Nplp4
N1.HOG0016545	CG15022
N1.HOG0016546	CG7213
N1.HOG0016547	CG15909
N1.HOG0016548	CG32248
N1.HOG0016549	Gat
N1.HOG0016551	CG15731
N1.HOG0016553	Cpr60D
N1.HOG0016554	CG43341
N1.HOG0016555	Ranbp16
N1.HOG0016576	Dlip1
N1.HOG0016577	CG43191
N1.HOG0016578	Ldaf1
N1.HOG0016579	CG14183
N1.HOG0016580	sun,ATPsynepsilonL
N1.HOG0016581	CG42512
N1.HOG0016582	CG17570
N1.HOG0016583	CG15386
N1.HOG0016584	CG31459
N1.HOG0016585	Gr64e
N1.HOG0016586	CG13038
N1.HOG0016587	CG14397
N1.HOG0016588	CG4815
N1.HOG0016589	Mur2B
N1.HOG0016590	CG10041
N1.HOG0016591	stnA
N1.HOG0016592	plu
N1.HOG0016593	CG41242
N1.HOG0016594	CG34163
N1.HOG0016595	CG33303
N1.HOG0016596	REPTOR-BP
N1.HOG0016597	CG5151
N1.HOG0016598	CG12547
N1.HOG0016599	5PtaseI
N1.HOG0016600	CG17298
N1.HOG0016601	CG7646
N1.HOG0016602	Polr2K
N1.HOG0016603	CG12643
N1.HOG0016604	CG31826
N1.HOG0016605	CG12011
N1.HOG0016606	CG15317
N1.HOG0016607	CG7443
N1.HOG0016608	CG17931
N1.HOG0016609	CG34225
N1.HOG0016613	CG34194
N1.HOG0016614	CG34223
N1.HOG0016615	CG34281
N1.HOG0016616	CG18649
N1.HOG0016617	CG8838
N1.HOG0016618	Kif3C
N1.HOG0016619	RhoGAP102A
N1.HOG0016620	CG9377
N1.HOG0016621	CG11562
N1.HOG0016622	CG42383
N1.HOG0016623	Maf1
N1.HOG0016624	CG31659
N1.HOG0016625	CG31510
N1.HOG0016626	bbx
N1.HOG0016627	CG34409
N1.HOG0016628	Ppi1
N1.HOG0016629	Gpa2
N1.HOG0016630	l(3)80Fg
N1.HOG0016631	CG15213
N1.HOG0016632	CG13058
N1.HOG0016633	CG34155
N1.HOG0016634	CG32459
N1.HOG0016635	h-cup
N1.HOG0016636	Gr9a
N1.HOG0016637	COX7CL
N1.HOG0016638	fs(1)Yb
N1.HOG0016639	CG1603
N1.HOG0016640	CG15425
N1.HOG0016641	CG3597
N1.HOG0016642	DIP-lambda
N1.HOG0016643	Pten
N1.HOG0016644	CG14036
N1.HOG0016645	CG42557
N1.HOG0016646	CG4565
N1.HOG0016647	CG17691
N1.HOG0016648	CG3907
N1.HOG0016649	Tyler
N1.HOG0016650	CG15880
N1.HOG0016652	Pp1-Y1
N1.HOG0016653	CG14244
N1.HOG0016654	Edg91
N1.HOG0016655	CG15071
N1.HOG0016657	CG14380
N1.HOG0016658	CG33703
N1.HOG0016659	CG34250
N1.HOG0016660	CG1387
N1.HOG0016661	Syt7
N1.HOG0016662	CG44435
N1.HOG0016663	CG13175
N1.HOG0016664	aft
N1.HOG0016665	CG34229
N1.HOG0016666	CG17883
N1.HOG0016667	CG40498
N1.HOG0016668	CG30016
N1.HOG0016670	CG11400
N1.HOG0016671	CG34429
N1.HOG0016672	Dpm2
N1.HOG0016673	CG42372
N1.HOG0016675	Spec2
N1.HOG0016676	CG32109
N1.HOG0016677	CG30022
N1.HOG0016678	CG44245
N1.HOG0016679	Ntl
N1.HOG0016680	CG31808
N1.HOG0016681	dpr19
N1.HOG0016682	Snapin
N1.HOG0016683	CG34295,intr
N1.HOG0016684	CG17625
N1.HOG0016685	CG31806
N1.HOG0016686	CG11584
N1.HOG0016687	CG17193
N1.HOG0016688	CG15764
N1.HOG0016689	CG32643
N1.HOG0016690	CG15452
N1.HOG0016691	Tpt
N1.HOG0016692	CG13223
N1.HOG0016693	Ogg1
N1.HOG0016696	CG13002
N1.HOG0016697	GstT4
N1.HOG0016699	CG32590
N1.HOG0016700	CG2200
N1.HOG0016701	CG11791
N1.HOG0016702	GstE13
N1.HOG0016703	CG31922
N1.HOG0016704	CG17343
N1.HOG0016705	Pnn
N1.HOG0016706	CG31538
N1.HOG0016707	CG16825
N1.HOG0016708	CG32815
N1.HOG0016709	CG42357
N1.HOG0016710	Dso1
N1.HOG0016711	CG15471
N1.HOG0016712	PHDP
N1.HOG0016713	CG5386
N1.HOG0016714	CG30461
N1.HOG0016715	CG33189
N1.HOG0016716	Mocs2B
N1.HOG0016717	Dpm3
N1.HOG0016718	Atf6
N1.HOG0016725	sxc
N1.HOG0016727	Tengl1
N1.HOG0016728	CG12929
N1.HOG0016731	COX6CL
N1.HOG0016732	TTLL5
N1.HOG0016733	CG34305
N1.HOG0016741	RpL38
N1.HOG0016748	Gr89a
N1.HOG0016749	CG31741
N1.HOG0016750	meru
N1.HOG0016751	CG17059
N1.HOG0016752	CG34008
N1.HOG0016753	CG15167
N1.HOG0016754	CG3515
N1.HOG0016755	CG13010
N1.HOG0016757	CG42590
N1.HOG0016758	CG46466
N1.HOG0016759	CG33978
N1.HOG0016760	RYa
N1.HOG0016761	fuss
N1.HOG0016764	rl
N1.HOG0016765	Hmt4-20
N1.HOG0016767	CG43342
N1.HOG0016768	Lamtor1
N1.HOG0016769	CG32579
N1.HOG0016773	CG44532
N1.HOG0016774	CG43779
N1.HOG0016775	CG18558
N1.HOG0016776	Pk34A
N1.HOG0016777	CG15922
N1.HOG0016778	CG8509
N1.HOG0016780	side-VII
N1.HOG0016785	CG13775
N1.HOG0016786	nmdyn-D6
N1.HOG0016787	CG13500
N1.HOG0016788	CG14212
N1.HOG0016789	CG45066
N1.HOG0016790	CG5262
N1.HOG0016791	dpr7
N1.HOG0016792	CG33774
N1.HOG0016797	scro
N1.HOG0016798	CG42502
N1.HOG0016799	CG43954
N1.HOG0016800	CG34193
N1.HOG0016801	CG15172
N1.HOG0016802	MtnA
N1.HOG0016803	Andorra
N1.HOG0016804	CG43272
N1.HOG0016806	CG34232
N1.HOG0016807	CG33766
N1.HOG0016808	CG17764
N1.HOG0016809	CG11060
N1.HOG0016810	CG13045
N1.HOG0016811	zld
N1.HOG0016812	Xxylt
N1.HOG0016813	Polr3K
N1.HOG0016814	CG7227
N1.HOG0016815	CG3062
N1.HOG0016816	Ugt36F1
N1.HOG0016817	CG34011
N1.HOG0016818	CG13255
N1.HOG0016819	CG42714
N1.HOG0016821	GstE3
N1.HOG0016822	CG45084
N1.HOG0016824	CG32563
N1.HOG0016825	CG12990
N1.HOG0016826	Tsp42A
N1.HOG0016827	CG5342
N1.HOG0016828	CG9877
N1.HOG0016829	CG43295
N1.HOG0016830	CG31997
N1.HOG0016831	pkm
N1.HOG0016832	bsk
N1.HOG0016833	CG45062
N1.HOG0016834	CG8260
N1.HOG0016835	CG42381
N1.HOG0016836	CG13022
N1.HOG0016837	CG9550
N1.HOG0016838	CG11298
N1.HOG0016839	CG40472,ND-AGGG
N1.HOG0016840	CG34007
N1.HOG0016841	CG13871
N1.HOG0016842	Eo
N1.HOG0016843	CG14346
N1.HOG0016844	CG5367
N1.HOG0016845	Haspin
N1.HOG0016846	CG33155
N1.HOG0016847	CG14464
N1.HOG0016848	Npc1a
N1.HOG0016849	Spn47C
N1.HOG0016850	Kebab
N1.HOG0016851	CG31601
N1.HOG0016852	CG46434
N1.HOG0016853	CG13159
N1.HOG0016854	CG42504
N1.HOG0016855	Mkp
N1.HOG0016858	Muted
N1.HOG0016859	CG34298
N1.HOG0016860	Gprk1
N1.HOG0016861	CG5139
N1.HOG0016863	CG13566
N1.HOG0016864	CG9692
N1.HOG0016865	CG15023
N1.HOG0016866	CG15822
N1.HOG0016868	Rpp21
N1.HOG0016869	Cpr47Ed
N1.HOG0016873	trk
N1.HOG0016874	Ror
N1.HOG0016875	zye
N1.HOG0016876	fd19B
N1.HOG0016877	CG8012
N1.HOG0016878	CG30325
N1.HOG0016880	CG15728
N1.HOG0016881	CG31441
N1.HOG0016882	btl
N1.HOG0016883	CG43218
N1.HOG0016884	CG34289
N1.HOG0016885	Cyp6t3
N1.HOG0016886	Gr59e
N1.HOG0016887	CG34224
N1.HOG0016888	l(3)80Fj
N1.HOG0016889	CG15919
N1.HOG0016890	spn-D
N1.HOG0016891	mRpS7
N1.HOG0016892	CG44242
N1.HOG0016893	whip
N1.HOG0016894	CG43290
N1.HOG0016895	CG42238
N1.HOG0016896	CG34185
N1.HOG0016897	swif
N1.HOG0016898	CG12589
N1.HOG0016899	Bcs1
N1.HOG0016900	CG32681
N1.HOG0016901	CG41378
N1.HOG0016902	CG33199
N1.HOG0016903	CG31115
N1.HOG0016910	CG11836
N1.HOG0016911	CG34450
N1.HOG0016912	CG12523
N1.HOG0016913	CG31542
N1.HOG0016914	Naxd
N1.HOG0016924	Pif1B
N1.HOG0016925	CG30486
N1.HOG0016926	antr
N1.HOG0016927	BBIP1
N1.HOG0016928	CG33332
N1.HOG0016929	CG31157
N1.HOG0016930	CG41284,CG42598
N1.HOG0016931	Gr5a
N1.HOG0016932	CG30184
N1.HOG0016933	CG15800
N1.HOG0016934	CG3528
N1.HOG0016935	CG34444
N1.HOG0016936	CG30154
N1.HOG0016937	CG42489
N1.HOG0016938	lectin-33A
N1.HOG0016939	CG5693
N1.HOG0016940	CG42733,CG43397
N1.HOG0016941	CG15278
N1.HOG0016943	CG13050
N1.HOG0016944	p-cup
N1.HOG0016945	Dic3
N1.HOG0016946	CG31717
N1.HOG0016959	shams
N1.HOG0016961	ARY
N1.HOG0016962	Alg11
N1.HOG0016963	Boh1
N1.HOG0016964	CG14069
N1.HOG0016965	CG32812
N1.HOG0016966	CG33946
N1.HOG0016967	CG4972
N1.HOG0016968	CG43922
N1.HOG0016971	SLIRP1
N1.HOG0016972	CG15597
N1.HOG0016976	TpnC4
N1.HOG0016977	PQBP1
N1.HOG0016978	CG5402
N1.HOG0016979	CG16743
N1.HOG0016980	Obp85a
N1.HOG0016981	BomT2
N1.HOG0016982	t-Grip128
N1.HOG0016983	CG12521
N1.HOG0016984	prim
N1.HOG0016985	CG9312
N1.HOG0016986	CG42837
N1.HOG0016987	CG42729
N1.HOG0016989	ova
N1.HOG0016990	CG41561
N1.HOG0016994	CG46312
N1.HOG0016995	CG18258
N1.HOG0016996	fzo
N1.HOG0016997	CG9592
N1.HOG0016999	CG5235
N1.HOG0017000	PIG-M
N1.HOG0017001	CG30203
N1.HOG0017002	CG33672
N1.HOG0017004	CG12204
N1.HOG0017005	CG14835
N1.HOG0017006	CG30192
N1.HOG0017007	CG34206
N1.HOG0017008	CG11920
N1.HOG0017009	CG9083
N1.HOG0017010	CG32829
N1.HOG0017011	aspr
N1.HOG0017012	CG9689
N1.HOG0017013	CAH4
N1.HOG0017015	LSm-4
N1.HOG0017017	ND-MNLL
N1.HOG0017018	CG3253
N1.HOG0017021	CG11406
N1.HOG0017023	CG5708
N1.HOG0017024	CG46307
N1.HOG0017025	CG12693
N1.HOG0017026	CG43725
N1.HOG0017027	CG5773
N1.HOG0017028	CG43114
N1.HOG0017029	CG15548
N1.HOG0017030	CG14797
N1.HOG0017031	CG32712
N1.HOG0017032	CG13984
N1.HOG0017033	CG14864
N1.HOG0017034	gus
N1.HOG0017035	Cdk5alpha
N1.HOG0017037	CG32599
N1.HOG0017038	CG46399
N1.HOG0017039	CG45273
N1.HOG0017042	CG33772
N1.HOG0017043	CG4073
N1.HOG0017044	CG46441
N1.HOG0017045	CG30050
N1.HOG0017046	CG31093
N1.HOG0017047	CG33947
N1.HOG0017048	CG34242
N1.HOG0017049	Myo81F
N1.HOG0017057	CG42507
N1.HOG0017058	inaF-A
N1.HOG0017059	CG33293
N1.HOG0017060	CG9632
N1.HOG0017061	BomBc1
N1.HOG0017063	CG43181
N1.HOG0017064	Scp1
N1.HOG0017065	CG4995
N1.HOG0017066	CG34244
N1.HOG0017067	CG42806
N1.HOG0017070	CG18404
N1.HOG0017071	CG5727
N1.HOG0017072	CG42857
N1.HOG0017073	CG15036
N1.HOG0017074	CG10845
N1.HOG0017075	Kmn2
N1.HOG0017078	CG32603
N1.HOG0017080	CG17698
N1.HOG0017082	CG13198
N1.HOG0017089	CG11227
N1.HOG0017090	CG32161
N1.HOG0017091	CG10969
N1.HOG0017092	Obp93a
N1.HOG0017093	CG45092
N1.HOG0017094	CG32834,CG32833
N1.HOG0017095	Rrp47
N1.HOG0017096	CG14313
N1.HOG0017098	CG5381
N1.HOG0017099	CG34307
N1.HOG0017100	CG14113
N1.HOG0017101	CG33704
N1.HOG0017102	CG30156
N1.HOG0017103	CG5731
N1.HOG0017105	CG1503
N1.HOG0017106	l(2)SH0834
N1.HOG0017107	Iris
N1.HOG0017108	CG46398
N1.HOG0017109	CG43630
N1.HOG0017110	CG13989
N1.HOG0017111	Stlk
N1.HOG0017113	brk
N1.HOG0017115	CG10801
N1.HOG0017116	CG14252
N1.HOG0017117	CG43935
N1.HOG0017118	ND-B8
N1.HOG0017119	CG34216
N1.HOG0017120	CG13581
N1.HOG0017121	gny
N1.HOG0017122	CG14104
N1.HOG0017124	ovm
N1.HOG0017125	CG33914
N1.HOG0017126	CG13998
N1.HOG0017127	CG43057
N1.HOG0017128	CG34452
N1.HOG0017129	AlkB
N1.HOG0017132	Ugt307A1
N1.HOG0017133	CG33172
N1.HOG0017134	Acp32CD
N1.HOG0017135	CG11585
N1.HOG0017136	Gpb5
N1.HOG0017137	Spf30
N1.HOG0017142	Or2a
N1.HOG0017143	CG34330
N1.HOG0017144	CG34210
N1.HOG0017145	CG34312,CG30058
N1.HOG0017146	CG12860
N1.HOG0017147	CG12923
N1.HOG0017148	CG12689
N1.HOG0017149	tal-AA
N1.HOG0017150	ms(2)35Ci
N1.HOG0017151	CG43187
N1.HOG0017153	CG33262
N1.HOG0017154	CG10598
N1.HOG0017155	CG30479
N1.HOG0017157	CG17177
N1.HOG0017158	CG10887
N1.HOG0017161	CG42728
N1.HOG0017162	CG7058
N1.HOG0017164	eEF1delta
N1.HOG0017165	CG11839
N1.HOG0017166	GatC
N1.HOG0017167	CG9400
N1.HOG0017168	Vps11
N1.HOG0017169	CG30056
N1.HOG0017171	CG32695
N1.HOG0017172	CG46303
N1.HOG0017174	RpL39
N1.HOG0017175	CG13193
N1.HOG0017176	CG7695
N1.HOG0017177	CG12540
N1.HOG0017179	VepD
N1.HOG0017181	CG32117
N1.HOG0017182	CG31111
N1.HOG0017183	ND-MLRQ
N1.HOG0017184	P5CDh2
N1.HOG0017186	CG3306
N1.HOG0017187	aqrs
N1.HOG0017188	ppk8
N1.HOG0017189	Acp53C14a,Acp53C14b,Acp53Ea
N1.HOG0017190	CG43107
N1.HOG0017191	sud1
N1.HOG0017192	udd
N1.HOG0017193	CycD
N1.HOG0017194	CG31021
N1.HOG0017195	CG13039
N1.HOG0017196	CG11368
N1.HOG0017197	CG43207
N1.HOG0017198	moi
N1.HOG0017199	CG42497
N1.HOG0017201	CG33230
N1.HOG0017202	CG14913
N1.HOG0017204	CG13138
N1.HOG0017205	CG33285
N1.HOG0017206	CG8620
N1.HOG0017207	CG13482
N1.HOG0017208	CG14506
N1.HOG0017220	CG15332,CG15333
N1.HOG0017222	CG43208
N1.HOG0017223	CG46460
N1.HOG0017224	CG9106
N1.HOG0017225	cola
N1.HOG0017226	ddbt
N1.HOG0017228	CG33095
N1.HOG0017229	CG34337
N1.HOG0017231	CG15577,CG15578
N1.HOG0017232	Sgs5,Sgs5bis
N1.HOG0017234	CG12438
N1.HOG0017235	CG31600
N1.HOG0017237	CG43317
N1.HOG0017238	CG5250
N1.HOG0017239	CG46467
N1.HOG0017240	CG34279
N1.HOG0017241	srw
N1.HOG0017243	zormin
N1.HOG0017245	CG13562
N1.HOG0017246	Alp11
N1.HOG0017247	Obp50b
N1.HOG0017251	CG46463
N1.HOG0017254	Mgat4b
N1.HOG0017257	CG30334
N1.HOG0017258	CG42659
N1.HOG0017260	CG40439,CG46302
N1.HOG0017261	saturn
N1.HOG0017264	corto
